n_time      pose_x     pose_y  pose_theta    cov_11    cov_12    cov_13    cov_21     cov_22    cov_23    cov_31    cov_32    cov_33   tick_L   tick_R
 14266   10.277400  118.02700    1.654890   9.87089  0.699873 -0.002524  0.699873   9.166210 -0.002171 -0.002524 -0.002171  0.014520   622260   639265
 14327   10.383200  119.83100    1.661740   7.21051  2.109560 -0.012553  2.109560   5.249770 -0.008058 -0.012553 -0.008058  0.001738   630602   647566
 14389   10.969900  123.82500    1.658370  11.39420  0.984655 -0.003601  0.984655  10.448400 -0.002948 -0.003601 -0.002948  0.015391   639350   656246
 14451   11.098300  123.62000    1.662240  15.97930  7.063840 -0.032987  7.063840   9.712630 -0.021456 -0.032987 -0.021456  0.001900   649604   666386
 14514   11.413600  126.61700    1.671600  28.45640  7.024810 -0.032806  7.024810  22.308100 -0.021455 -0.032806 -0.021455  0.027500   658375   674975
 14578   10.780600  128.51700    1.669600  28.00420  6.968480 -0.032586  6.968480  21.988100 -0.021427 -0.032586 -0.021427  0.027500   666937   683436
 14639   11.902600  125.59300    1.641760  27.93860  7.047030 -0.032546  7.047030  22.063700 -0.021696 -0.032546 -0.021696  0.027500   675488   691848
 14705    9.871250  132.94300    1.664970  27.07170  6.856190 -0.032078  6.856190  21.377700 -0.021416 -0.032078 -0.021416  0.027500   685429   701680
 14826   12.542500  133.04400    1.652130  29.93500  6.936140 -0.031937  6.936140  24.480000 -0.021761 -0.031937 -0.021761  0.030800   702512   718339
 14888    9.305470  139.81800    1.661230  25.88220  6.710760 -0.031342  6.710760  20.670700 -0.021454 -0.031342 -0.021454  0.027500   711007   726593
 14950   12.040600  142.15500    1.665650  28.34380  6.764050 -0.031193  6.764050  23.343400 -0.021728 -0.031193 -0.021728  0.030800   720839   736316
 15131    8.142720  146.03100    1.658430  24.77600  6.556790 -0.030677  6.556790  19.960200 -0.021416 -0.030677 -0.021416  0.027500   745409   760571
 15200    8.414190  148.50200    1.661770  24.54580  6.524680 -0.030474  6.524680  19.869700 -0.021453 -0.030474 -0.021453  0.027500   754912   769860
 15263   11.607500  147.95000    1.650460  26.89680  6.623860 -0.030421  6.623860  22.410200 -0.021817 -0.030421 -0.021817  0.030800   763141   777913
 15328    7.839000  153.00200    1.659350  23.89740  6.421020 -0.029990  6.421020  19.513200 -0.021453 -0.029990 -0.021453  0.027500   771496   786169
 15393    7.451760  155.06500    1.658020  23.55080  6.369010 -0.029764  6.369010  19.296000 -0.021441 -0.029764 -0.021441  0.027500   781240   795878
 15449    7.177370  157.07400    1.655500  23.27080  6.319600 -0.029530  6.319600  19.155200 -0.021443 -0.029530 -0.021443  0.027500   789813   804246
 15576    7.244900  159.24300    1.654150  23.02150  6.279510 -0.029298  6.279510  19.056100 -0.021475 -0.029298 -0.021475  0.027500   807297   821307
 15639    7.161610  161.18800    1.649740  12.25240  6.233310 -0.029049  6.233310   8.442460 -0.021500 -0.029049 -0.021500  0.001900   817424   831205
 15704    6.629680  165.71600    1.648950  11.88900  6.130710 -0.028583  6.130710   8.343430 -0.021491 -0.028583 -0.021491  0.001900   826037   839661
 15764    6.479300  167.95700    1.647850  11.72580  6.081920 -0.028345  6.081920   8.319310 -0.021499 -0.028345 -0.021499  0.001900   834561   848088
 15827    6.768720  170.65200    1.649640  11.58890  6.043410 -0.028100  6.043410   8.341230 -0.021549 -0.028100 -0.021549  0.001900   843051   856395
 15888    6.425110  173.50300    1.654240  21.67760  5.989040 -0.027869  5.989040  18.552000 -0.021532 -0.027869 -0.021532  0.027500   851497   864626
 15952    6.348940  175.04800    1.648300  11.29490  5.945030 -0.027641  5.945030   8.303140 -0.021550 -0.027641 -0.021550  0.001900   861212   874094
 16139    5.633170  179.44000    1.647370  10.96080  5.838760 -0.027185  5.838760   8.205760 -0.021520 -0.027185 -0.021520  0.001900   886583   899341
 16203    5.306160  181.77400    1.647630  10.82800  5.785630 -0.026952  5.785630   8.193570 -0.021508 -0.026952 -0.021508  0.001900   894519   907103
 16266    5.244170  183.93500    1.647810  10.70550  5.743240 -0.026738  5.743240   8.191440 -0.021522 -0.026738 -0.021522  0.001900   902586   914927
 16327    4.692870  186.29900    1.649850   8.17300  5.687670 -0.026523  5.687670   5.758820 -0.021487 -0.026523 -0.021487  0.000500   910545   922839
 16389    4.428970  188.69200    1.652030  10.42650  5.640380 -0.026308  5.640380   8.123400 -0.021482 -0.026308 -0.021482  0.001900   920018   932303
 16450    4.049400  190.70600    1.648150   7.92678  5.581680 -0.026056  5.581680   5.747520 -0.021464 -0.026056 -0.021464  0.000500   928402   940644
